#{"t_start": 1669528629.1562078, "env_id": null}
r,l,t
8.5,1,38.058147
6.0,1,38.060166
11.0,1,38.065133
11.5,1,38.067126
6.5,1,38.070139
10.5,1,38.072135
10.0,1,38.076098
3.0,1,38.078093
8.5,1,38.081123
6.0,1,38.083114
7.0,1,38.087069
11.5,1,38.089063
3.0,1,38.092056
-13,1,38.09405
5.5,1,38.09908
9.0,1,38.101068
5.0,1,38.104061
-11,1,38.106066
3.5,1,38.111039
4.5,1,38.114034
7.5,1,38.116032
4.0,1,38.119017
6.0,1,38.123009
3.5,1,38.124968
8.5,1,38.12796
-13,1,38.129958
11.0,1,38.133993
7.5,1,38.136988
9.5,1,38.138964
11.5,1,38.14096
9.5,1,38.145916
2.0,1,38.147908
-10,1,38.149903
8.0,1,38.151897
7.0,1,38.155895
2.5,1,38.158911
10.0,1,38.160904
4.0,1,38.163888
3.5,1,38.167905
8.0,1,38.1699
6.5,1,38.171876
7.5,1,38.174835
4.5,1,38.178824
4.0,1,38.181816
6.0,1,38.18381
9.0,1,38.185805
5.5,1,38.190844
8.0,1,38.192811
11.5,1,38.195812
3.5,1,38.197824
8.5,1,38.201814
3.0,1,38.203808
13.0,1,38.2068
10.0,1,38.208746
8.0,1,38.213736
8.5,1,38.215729
8.0,1,38.217724
4.5,1,38.220738
7.5,1,38.224703
4.5,1,38.227717
6.5,1,38.229689
8.0,1,38.231722
5.5,1,38.235673
6.0,1,38.238699
2.5,1,38.240695
10.0,1,38.242678
-10,1,38.247645
6.0,1,38.249677
9.0,1,38.252657
-10,1,38.254654
9.5,1,38.258646
9.5,1,38.261635
5.0,1,38.263602
10.0,1,38.265596
2.0,1,38.270584
6.0,1,38.272577
3.5,1,38.274592
8.0,1,38.277591
-13,1,38.281555
9.5,1,38.284586
-13,1,38.28656
3.0,1,38.288571
9.5,1,38.293549
8.5,1,38.295552
1.0,1,38.29854
9.5,1,38.30054
4.5,1,38.304488
4.0,1,38.307514
6.0,1,38.309499
10.0,1,38.312469
7.0,1,38.31649
7.0,1,38.318489
7.0,1,38.32047
-10,1,38.323473
5.5,1,38.327459
8.0,1,38.329423
4.0,1,38.332446
11.0,1,38.33444
8.0,1,38.338432
10.5,1,38.340426
10.5,1,38.343427
4.0,1,38.345412
8.5,1,38.350372
5.0,1,38.353363
4.5,1,38.355396
10.0,1,38.357391
-12,1,38.362339
4.5,1,38.364336
4.5,1,38.367325
8.0,1,38.369359
6.5,1,38.373304
3.5,1,38.375299
6.5,1,38.378291
7.5,1,38.380286
4.0,1,38.384312
0.0,1,38.386304
7.0,1,38.38829
7.0,1,38.391289
5.5,1,38.395247
4.5,1,38.398269
5.0,1,38.400271
-13,1,38.402261
10.0,1,38.407265
8.0,1,38.409232
3.5,1,38.411204
9.5,1,38.414246
8.0,1,38.418235
7.5,1,38.421227
11.5,1,38.423226
8.0,1,38.425166
12.5,1,38.430196
-13,1,38.433183
3.5,1,38.435174
9.0,1,38.437169
8.5,1,38.44214
4.5,1,38.444141
8.0,1,38.447106
6.5,1,38.449101
10.5,1,38.454088
7.0,1,38.456115
4.0,1,38.45911
5.0,1,38.461119
2.5,1,38.467058
9.0,1,38.469093
11.5,1,38.471081
8.5,1,38.474081
9.0,1,38.479023
9.0,1,38.481076
8.5,1,38.484064
6.5,1,38.48604
7.5,1,38.490028
6.0,1,38.492019
-11,1,38.49498
9.5,1,38.497975
9.0,1,38.501965
2.0,1,38.504956
2.0,1,38.506997
9.0,1,38.508943
8.0,1,38.513933
12.0,1,38.515927
1.5,1,38.518964
3.0,1,38.520958
7.0,1,38.524901
9.0,1,38.526928
11.5,1,38.52991
-13,1,38.531914
6.5,1,38.535906
12.0,1,38.538898
6.5,1,38.540893
12.5,1,38.54385
5.0,1,38.547892
-13,1,38.550868
9.0,1,38.55286
8.5,1,38.554854
7.5,1,38.55984
4.0,1,38.561827
4.5,1,38.564827
5.5,1,38.566824
9.5,1,38.570811
3.5,1,38.572808
5.0,1,38.575764
13.0,1,38.577758
0.5,1,38.582789
9.0,1,38.584774
-13,1,38.586771
11.0,1,38.58976
9.5,1,38.593715
6.5,1,38.596709
10.5,1,38.600728
4.5,1,38.603716
7.5,1,38.607732
5.5,1,38.610694
10.5,1,38.612666
8.5,1,38.615684
13.0,1,38.619651
9.0,1,38.621645
11.5,1,38.624679
7.5,1,38.626652
7.0,1,38.630658
12.5,1,38.633609
10.5,1,38.635609
8.0,1,38.6386
-10,1,38.643582
2.5,1,38.645577
3.0,1,38.647606
7.5,1,38.650569
11.5,1,38.654559
7.0,1,38.656571
7.5,1,38.659565
10.0,1,38.661542
9.0,1,38.66553
-13,1,38.668521
10.5,1,38.670536
6.0,1,38.672529
8.5,1,38.676521
10.0,1,38.67952
4.5,1,38.681514
4.0,1,38.683507
6.5,1,38.687466
5.5,1,38.690493
10.0,1,38.692453
2.0,1,38.69447
6.0,1,38.699438
5.5,1,38.701453
7.5,1,38.703446
4.0,1,38.706442
10.5,1,38.711433
6.5,1,38.714397
6.0,1,38.716423
9.0,1,38.719414
9.5,1,38.723402
8.0,1,38.725364
4.0,1,38.727393
4.5,1,38.730355
10.5,1,38.735341
3.0,1,38.737357
3.5,1,38.739352
13.5,1,38.741346
6.0,1,38.74631
9.5,1,38.748307
5.0,1,38.751328
6.5,1,38.753322
5.5,1,38.757313
12.0,1,38.759308
0.0,1,38.762266
4.0,1,38.764265
9.5,1,38.768497
11.5,1,38.770498
3.0,1,38.773485
4.0,1,38.775452
11.5,1,38.780431
-13,1,38.782429
5.5,1,38.784424
7.5,1,38.787443
10.5,1,38.791454
4.0,1,38.793397
7.0,1,38.796412
4.5,1,38.798383
10.5,1,38.802426
6.0,1,38.804404
8.5,1,38.807395
11.0,1,38.809355
9.0,1,38.814375
4.0,1,38.816369
12.5,1,38.81838
-10,1,38.821355
13.0,1,38.825324
2.0,1,38.828337
2.5,1,38.830329
9.5,1,38.833323
5.0,1,38.837314
2.0,1,38.839306
-13,1,38.842267
9.0,1,38.844283
12.5,1,38.848284
10.5,1,38.851275
5.5,1,38.853272
8.0,1,38.855267
9.0,1,38.859223
1.5,1,38.862213
3.0,1,38.864241
9.0,1,38.867248
6.0,1,38.871212
6.5,1,38.873217
5.5,1,38.876175
6.0,1,38.878213
7.5,1,38.88318
5.0,1,38.885188
11.0,1,38.88717
7.0,1,38.890178
4.5,1,38.894128
6.5,1,38.89712
11.5,1,38.899116
8.5,1,38.902155
0.5,1,38.906144
5.0,1,38.908123
11.5,1,38.910107
8.5,1,38.913078
3.5,1,38.917112
3.0,1,38.919098
3.5,1,38.921088
12.0,1,38.924083
4.5,1,38.928062
7.5,1,38.93103
5.0,1,38.933059
-10,1,38.936055
6.5,1,38.940038
4.5,1,38.942001
10.0,1,38.944027
6.5,1,38.94702
9.5,1,38.952008
6.5,1,38.954001
6.5,1,38.955995
7.5,1,38.958956
7.0,1,38.962944
2.5,1,38.965987
3.0,1,38.967963
8.5,1,38.969959
7.0,1,38.973947
3.5,1,38.97693
4.5,1,38.978901
8.5,1,38.980928
5.0,1,38.985884
4.5,1,38.987878
-13,1,38.989872
10.0,1,38.991867
7.5,1,38.996853
7.5,1,38.998888
12.0,1,39.001889
4.5,1,39.003886
5.0,1,39.007875
8.5,1,39.00982
10.0,1,39.01281
5.5,1,39.015803
4.0,1,39.019797
3.0,1,39.022787
5.0,1,39.024829
-13,1,39.026796
9.0,1,39.03179
6.5,1,39.033784
6.0,1,39.035779
5.0,1,39.038778
6.5,1,39.042763
13.0,1,39.045725
6.5,1,39.047722
8.5,1,39.050733
9.0,1,39.054699
6.0,1,39.056694
1.5,1,39.058689
8.5,1,39.061681
11.0,1,39.065716
9.0,1,39.067694
4.5,1,39.070707
13.0,1,39.07269
9.0,1,39.077669
3.5,1,39.080631
-13,1,39.082659
6.0,1,39.084654
6.0,1,39.088609
8.5,1,39.091601
7.0,1,39.094593
5.0,1,39.096588
6.0,1,39.100625
6.0,1,39.103616
4.0,1,39.10562
4.5,1,39.107605
7.0,1,39.112571
12.5,1,39.114539
8.0,1,39.116571
11.5,1,39.119574
3.0,1,39.123565
1.5,1,39.12653
7.5,1,39.128535
8.5,1,39.130497
-13,1,39.134485
6.0,1,39.13751
8.5,1,39.139505
11.0,1,39.141497
11.0,1,39.146494
6.5,1,39.148481
4.5,1,39.151464
3.5,1,39.153468
6.5,1,39.157457
8.5,1,39.15942
9.5,1,39.162433
9.0,1,39.164406
7.0,1,39.168423
8.0,1,39.170413
4.5,1,39.173417
3.0,1,39.175377
-10,1,39.180398
-13,1,39.182358
11.0,1,39.185404
7.5,1,39.187376
8.0,1,39.191334
8.0,1,39.194348
9.5,1,39.196343
10.0,1,39.199312
9.5,1,39.203302
6.0,1,39.206294
11.0,1,39.208289
3.0,1,39.210284
5.0,1,39.215302
3.0,1,39.217311
6.5,1,39.220291
8.0,1,39.222301
-13,1,39.226242
0.5,1,39.228258
7.5,1,39.231251
0.5,1,39.23327
8.5,1,39.237246
9.0,1,39.240234
9.0,1,39.242198
9.0,1,39.244193
4.0,1,39.249232
3.0,1,39.251223
6.5,1,39.25322
6.5,1,39.256211
6.5,1,39.260151
9.0,1,39.262178
2.5,1,39.265185
7.0,1,39.267188
0.5,1,39.271154
11.0,1,39.273164
10.0,1,39.275148
-10,1,39.278131
10.0,1,39.282132
10.0,1,39.285116
4.0,1,39.287111
6.0,1,39.289112
7.5,1,39.29406
5.0,1,39.296064
2.5,1,39.299047
6.0,1,39.30104
6.5,1,39.305079
6.5,1,39.307048
5.5,1,39.310018
9.0,1,39.313043
7.5,1,39.317033
1.0,1,39.320012
10.0,1,39.322027
-10,1,39.324021
-13,1,39.328994
10.5,1,39.332008
6.0,1,39.334005
12.0,1,39.335998
8.0,1,39.33997
6.5,1,39.34293
4.5,1,39.344948
5.0,1,39.346918
4.5,1,39.350941
-13,1,39.353905
9.0,1,39.355942
9.0,1,39.35792
11.5,1,39.362912
5.0,1,39.364906
9.5,1,39.366889
4.5,1,39.369892
7.0,1,39.373881
6.0,1,39.375842
11.0,1,39.377836
4.0,1,39.380828
9.5,1,39.384868
3.0,1,39.386863
8.5,1,39.388838
5.0,1,39.391833
8.0,1,39.395812
12.5,1,39.398811
6.0,1,39.400809
3.0,1,39.402803
9.0,1,39.406792
6.5,1,39.409752
8.5,1,39.41177
1.0,1,39.413763
7.0,1,39.418726
6.5,1,39.420724
9.0,1,39.423716
3.5,1,39.425708
7.0,1,39.430697
11.0,1,39.432692
4.5,1,39.435688
3.0,1,39.43768
11.0,1,39.441698
1.5,1,39.443682
5.0,1,39.446654
11.5,1,39.448647
10.5,1,39.453634
7.0,1,39.455628
4.0,1,39.457623
6.5,1,39.460636
5.0,1,39.464629
8.5,1,39.467644
-13,1,39.469639
3.5,1,39.471633
9.5,1,39.475575
6.5,1,39.478568
11.5,1,39.480562
7.5,1,39.483554
-1.5,1,39.487711
9.5,1,39.489705
-13,1,39.491701
10.5,1,39.494665
6.0,1,39.498654
10.0,1,39.500663
5.0,1,39.503665
5.0,1,39.505662
10.0,1,39.509635
10.5,1,39.512616
6.5,1,39.514591
8.0,1,39.517613
3.5,1,39.521602
8.0,1,39.523599
7.0,1,39.525589
-13,1,39.52855
8.0,1,39.532539
11.0,1,39.535531
2.0,1,39.537525
5.5,1,39.539555
7.0,1,39.545505
8.5,1,39.548531
-13,1,39.550526
8.0,1,39.552522
5.5,1,39.556476
0.0,1,39.559468
10.5,1,39.561496
4.5,1,39.564505
8.0,1,39.568444
6.5,1,39.570438
8.5,1,39.572433
9.5,1,39.575425
9.5,1,39.579418
6.5,1,39.582441
3.0,1,39.584438
0.0,1,39.58643
8.5,1,39.590435
4.5,1,39.59239
6.0,1,39.595402
4.5,1,39.597416
1.5,1,39.601393
10.5,1,39.604382
7.5,1,39.606377
8.0,1,39.608367
6.0,1,39.613326
8.5,1,39.615322
6.5,1,39.618335
4.5,1,39.620352
5.5,1,39.624328
-13,1,39.626329
13.0,1,39.629283
3.0,1,39.631309
4.5,1,39.635266
6.5,1,39.638261
7.0,1,39.640256
9.5,1,39.643245
5.0,1,39.647233
6.5,1,39.650225
11.5,1,39.65222
9.0,1,39.654214
7.0,1,39.659204
8.5,1,39.661229
-1.5,1,39.663191
4.0,1,39.666234
7.0,1,39.671203
9.5,1,39.674201
-13,1,39.677155
10.5,1,39.680155
3.0,1,39.684142
6.0,1,39.687127
7.5,1,39.689121
8.0,1,39.691116
10.5,1,39.69513
-13,1,39.698123
-1.5,1,39.700142
6.0,1,39.703118
13.0,1,39.707123
4.0,1,39.709095
6.5,1,39.712083
2.0,1,39.714056
2.0,1,39.718083
10.0,1,39.720071
-10,1,39.723066
6.0,1,39.72506
6.0,1,39.72905
7.5,1,39.732042
3.5,1,39.734035
-13,1,39.736021
6.5,1,39.740019
10.0,1,39.742978
7.0,1,39.744976
3.0,1,39.74799
6.5,1,39.751971
8.5,1,39.754949
9.0,1,39.756944
-13,1,39.758967
7.0,1,39.762961
13.0,1,39.76595
6.5,1,39.767915
8.0,1,39.770929
7.5,1,39.774927
8.5,1,39.776888
-13,1,39.779915
5.5,1,39.7829
-11,1,39.786861
5.0,1,39.788858
4.0,1,39.791881
7.0,1,39.793868
-10,1,39.798878
10.0,1,39.800848
7.5,1,39.802843
13.0,1,39.805842
5.5,1,39.809831
6.5,1,39.811818
3.5,1,39.81482
3.0,1,39.816813
9.0,1,39.820805
5.0,1,39.822797
8.5,1,39.824792
5.0,1,39.827783
1.5,1,39.831746
3.0,1,39.834777
6.0,1,39.836761
2.5,1,39.838752
2.5,1,39.842712
-1.5,1,39.845727
11.5,1,39.847732
-1.0,1,39.849725
4.5,1,39.853714
0.0,1,39.85571
-11,1,39.858705
2.5,1,39.860689
7.0,1,39.865654
5.5,1,39.867648
8.5,1,39.869663
3.0,1,39.872655
0.5,1,39.876655
6.5,1,39.87865
6.0,1,39.881611
10.5,1,39.883635
9.5,1,39.887624
9.5,1,39.889619
5.0,1,39.891608
5.0,1,39.89461
5.5,1,39.899559
4.5,1,39.901553
0.5,1,39.903548
8.5,1,39.90654
9.0,1,39.910843
5.5,1,39.913849
12.5,1,39.915839
4.5,1,39.917839
10.0,1,39.922786
10.0,1,39.924781
6.5,1,39.927773
10.5,1,39.929768
-13,1,39.933809
6.0,1,39.9368
8.0,1,39.938792
10.5,1,39.940787
6.0,1,39.94476
11.0,1,39.947721
4.0,1,39.949713
6.5,1,39.952742
-13,1,39.956698
11.5,1,39.95869
5.5,1,39.960685
3.5,1,39.96268
3.0,1,39.967699
-10,1,39.970706
7.5,1,39.972702
6.5,1,39.974698
9.0,1,39.979663
9.5,1,39.981628
10.0,1,39.984672
12.0,1,39.986664
5.5,1,39.990637
9.5,1,39.992622
13.0,1,39.995615
6.5,1,39.997586
7.0,1,40.001613
9.0,1,40.003601
3.0,1,40.006594
6.0,1,40.00859
6.5,1,40.012547
6.0,1,40.015539
3.0,1,40.017534
5.0,1,40.019527
4.0,1,40.024514
-11,1,40.02651
7.5,1,40.029534
9.0,1,40.032493
5.5,1,40.036531
3.0,1,40.038526
8.5,1,40.040509
11.0,1,40.043464
2.0,1,40.047481
11.5,1,40.050494
3.0,1,40.052489
-13,1,40.054484
5.5,1,40.058456
0.0,1,40.061415
9.5,1,40.06341
3.5,1,40.066402
14.5,1,40.070392
14.0,1,40.072386
9.5,1,40.074381
7.0,1,40.077374
1.5,1,40.081402
4.0,1,40.084404
8.0,1,40.0864
10.5,1,40.088398
5.5,1,40.093331
3.0,1,40.095325
9.0,1,40.097346
12.5,1,40.10035
4.0,1,40.104353
7.5,1,40.106347
7.5,1,40.108332
8.0,1,40.111314
4.5,1,40.115278
-13,1,40.118266
8.5,1,40.120288
6.0,1,40.122277
4.5,1,40.126243
9.0,1,40.129257
6.5,1,40.131265
6.0,1,40.133255
11.5,1,40.137245
9.5,1,40.140239
6.0,1,40.142223
4.5,1,40.1452
8.0,1,40.149182
8.5,1,40.152211
3.0,1,40.154204
3.0,1,40.157192
4.5,1,40.16115
2.0,1,40.164141
9.5,1,40.16617
4.0,1,40.168181
4.0,1,40.172153
8.5,1,40.175144
8.5,1,40.177107
7.0,1,40.179128
6.0,1,40.18412
6.5,1,40.186116
2.5,1,40.18808
11.0,1,40.190075
1.0,1,40.195062
6.0,1,40.197053
9.5,1,40.200048
5.0,1,40.202068
12.0,1,40.206066
5.0,1,40.208057
5.0,1,40.211039
7.5,1,40.213033
7.5,1,40.218
13.0,1,40.220022
-13,1,40.222018
2.5,1,40.224015
8.5,1,40.228969
8.0,1,40.230963
10.5,1,40.233955
8.5,1,40.23595
7.5,1,40.239991
8.0,1,40.241982
10.5,1,40.243928
4.0,1,40.246936
3.5,1,40.25091
11.0,1,40.253902
5.0,1,40.255896
5.5,1,40.257891
8.5,1,40.262878
10.5,1,40.265871
4.0,1,40.267865
7.5,1,40.270857
6.0,1,40.274896
15.0,1,40.276841
6.0,1,40.279832
11.0,1,40.281831
-12,1,40.285839
11.5,1,40.288857
14.0,1,40.290853
6.5,1,40.29282
9.0,1,40.297791
9.5,1,40.30078
4.5,1,40.30277
9.0,1,40.304769
5.5,1,40.309753
6.5,1,40.312745
-10,1,40.314739
5.5,1,40.316734
11.0,1,40.320772
6.0,1,40.323764
6.5,1,40.32576
8.0,1,40.327727
4.0,1,40.332698
-13,1,40.334689
3.5,1,40.336684
8.0,1,40.339694
8.5,1,40.343663
7.5,1,40.345679
7.0,1,40.348649
5.5,1,40.350676
4.5,1,40.354637
6.5,1,40.357648
6.0,1,40.359652
9.5,1,40.361614
3.0,1,40.365604
9.5,1,40.368646
7.0,1,40.370624
4.0,1,40.372609
8.0,1,40.377573
3.0,1,40.379565
10.0,1,40.382592
3.0,1,40.384585
6.5,1,40.389589
6.0,1,40.391582
3.5,1,40.393529
4.5,1,40.396561
6.5,1,40.400532
5.5,1,40.403535
11.0,1,40.405529
9.0,1,40.407524
11.0,1,40.411505
5.5,1,40.414471
-10,1,40.416491
8.0,1,40.419462
5.0,1,40.423451
10.5,1,40.425475
10.5,1,40.428479
5.5,1,40.43043
-13,1,40.43542
4.0,1,40.437415
8.0,1,40.439409
7.0,1,40.441424
4.5,1,40.447397
6.5,1,40.45041
7.5,1,40.452401
7.5,1,40.4554
10.5,1,40.459402
10.0,1,40.46137
4.5,1,40.46434
8.0,1,40.466384
7.5,1,40.470331
1.0,1,40.473314
5.0,1,40.475358
3.5,1,40.477306
6.0,1,40.48329
-10,1,40.486279
8.5,1,40.488306
8.5,1,40.490299
8.0,1,40.495288
2.0,1,40.497281
8.5,1,40.500243
10.0,1,40.50227
2.5,1,40.506256
-13,1,40.508244
7.5,1,40.512228
7.0,1,40.515203
10.0,1,40.520191
7.0,1,40.522185
11.5,1,40.524179
3.5,1,40.527173
6.5,1,40.532158
4.0,1,40.53515
8.5,1,40.537144
3.0,1,40.539139
8.0,1,40.544127
8.0,1,40.547119
2.5,1,40.549113
9.5,1,40.552104
5.0,1,40.557092
8.5,1,40.559086
4.0,1,40.562079
6.0,1,40.564074
7.0,1,40.570056
5.5,1,40.572052
6.5,1,40.575042
6.0,1,40.578036
7.0,1,40.583022
0.5,1,40.585016
7.0,1,40.588014
6.0,1,40.590003
6.0,1,40.594991
6.5,1,40.597983
3.5,1,40.599977
5.5,1,40.602969
7.5,1,40.607956
-10,1,40.609951
8.0,1,40.612944
9.0,1,40.614938
2.5,1,40.62092
3.5,1,40.622915
1.0,1,40.625907
3.5,1,40.628899
2.0,1,40.635882
11.5,1,40.638889
8.0,1,40.641865
12.0,1,40.643861
11.0,1,40.648847
5.0,1,40.65184
7.5,1,40.654831
6.5,1,40.656826
10.0,1,40.661813
4.0,1,40.663807
5.5,1,40.666831
7.0,1,40.668826
4.5,1,40.672817
11.5,1,40.674814
2.0,1,40.67777
12.5,1,40.679789
9.0,1,40.684751
4.0,1,40.686745
7.0,1,40.68874
-1.0,1,40.690735
6.5,1,40.695744
11.0,1,40.698746
9.0,1,40.700758
7.5,1,40.702743
4.0,1,40.707741
7.5,1,40.709738
8.5,1,40.712699
9.0,1,40.71467
10.0,1,40.719658
-10,1,40.721652
-11,1,40.723647
9.0,1,40.725642
7.5,1,40.730628
5.5,1,40.733654
6.5,1,40.735649
10.5,1,40.737643
4.0,1,40.742628
13.5,1,40.745589
10.0,1,40.74858
7.0,1,40.750618
11.0,1,40.75561
12.0,1,40.757594
6.0,1,40.760549
6.0,1,40.762576
3.0,1,40.767584
4.5,1,40.769573
5.5,1,40.77155
3.0,1,40.774543
0.5,1,40.778499
10.5,1,40.780496
7.0,1,40.783541
4.0,1,40.785537
6.5,1,40.78952
6.5,1,40.792511
11.0,1,40.794457
7.5,1,40.797449
10.0,1,40.801472
-10,1,40.80347
4.0,1,40.806459
6.0,1,40.808455
1.0,1,40.81241
12.0,1,40.815401
9.0,1,40.817445
13.0,1,40.820436
5.5,1,40.82443
3.5,1,40.826407
5.5,1,40.829397
9.0,1,40.831383
6.5,1,40.83638
3.5,1,40.838372
5.0,1,40.840367
2.5,1,40.84236
-13,1,40.84734
9.5,1,40.850308
9.5,1,40.852335
7.0,1,40.85433
11.0,1,40.859284
7.0,1,40.861279
0.0,1,40.864271
5.5,1,40.866307
10.0,1,40.871287
8.0,1,40.874301
1.0,1,40.876287
10.0,1,40.87926
3.5,1,40.883269
9.0,1,40.886217
8.5,1,40.88821
3.5,1,40.890232
5.0,1,40.894193
4.5,1,40.897183
1.5,1,40.899178
5.5,1,40.901195
8.0,1,40.905163
9.5,1,40.90819
2.0,1,40.91017
7.0,1,40.912143
5.5,1,40.91713
6.5,1,40.919125
8.5,1,40.921119
6.0,1,40.923114
4.0,1,40.927945
6.0,1,40.92994
7.0,1,40.932953
6.0,1,40.934947
7.0,1,40.938885
9.5,1,40.940883
12.5,1,40.943871
5.5,1,40.945866
5.5,1,40.950856
10.0,1,40.952851
-13,1,40.954884
4.5,1,40.957864
12.0,1,40.961849
1.5,1,40.963858
5.0,1,40.966814
4.0,1,40.968808
9.5,1,40.973081
7.5,1,40.975096
8.5,1,40.978059
0.5,1,40.980053
9.5,1,40.985052
5.0,1,40.987047
5.5,1,40.989036
-10,1,40.992033
7.0,1,40.997983
4.5,1,41.000014
8.0,1,41.001994
6.5,1,41.004998
7.5,1,41.008988
1.5,1,41.010983
9.0,1,41.013991
-13,1,41.015965
5.0,1,41.019972
4.0,1,41.022965
10.5,1,41.024958
7.5,1,41.026943
8.0,1,41.031891
5.5,1,41.033936
2.0,1,41.03592
8.5,1,41.038923
5.5,1,41.042897
9.5,1,41.044882
4.5,1,41.047872
4.5,1,41.049878
4.0,1,41.053833
-13,1,41.055828
2.0,1,41.05882
5.5,1,41.060816
2.5,1,41.0658
3.0,1,41.06783
6.0,1,41.069826
7.0,1,41.072833
7.5,1,41.076802
5.5,1,41.078767
9.0,1,41.081758
5.5,1,41.083803
6.0,1,41.087773
5.0,1,41.089768
8.5,1,41.092764
5.5,1,41.094724
1.0,1,41.099743
9.5,1,41.101705
7.0,1,41.103733
8.5,1,41.106726
8.0,1,41.110682
4.5,1,41.113696
3.0,1,41.115668
-0.5,1,41.117697
7.5,1,41.122683
10.0,1,41.124682
9.5,1,41.12667
5.5,1,41.129631
4.5,1,41.133643
9.5,1,41.135655
-10,1,41.138654
6.0,1,41.140649
6.5,1,41.145588
8.5,1,41.147582
5.0,1,41.150625
9.5,1,41.152617
10.5,1,41.156592
10.0,1,41.158582
9.0,1,41.160547
10.5,1,41.163539
6.5,1,41.167578
7.0,1,41.17057
4.0,1,41.172565
4.0,1,41.174563
8.5,1,41.179497
6.0,1,41.181492
7.0,1,41.184484
2.5,1,41.186479
10.0,1,41.190467
2.0,1,41.193508
5.5,1,41.195478
10.5,1,41.197471
11.0,1,41.202484
4.0,1,41.20448
8.5,1,41.206474
4.5,1,41.20845
4.5,1,41.213407
7.0,1,41.215401
2.0,1,41.218401
7.5,1,41.220387
5.5,1,41.225376
6.0,1,41.227371
9.0,1,41.229365
8.0,1,41.232356
5.0,1,41.237393
5.5,1,41.239385
5.0,1,41.241383
7.0,1,41.244325
-12,1,41.248336
4.5,1,41.251327
8.5,1,41.253348
11.0,1,41.255343
3.0,1,41.259284
-13,1,41.262277
5.5,1,41.264271
6.0,1,41.267263
-10,1,41.2713
7.0,1,41.273295
9.5,1,41.275286
2.0,1,41.278235
4.5,1,41.283203
2.0,1,41.285191
4.5,1,41.287185
-13,1,41.289169
7.0,1,41.294116
11.0,1,41.296142
10.0,1,41.299106
-13,1,41.30114
5.5,1,41.305194
6.0,1,41.307179
5.5,1,41.310163
2.5,1,41.31215
2.5,1,41.317117
11.0,1,41.319111
5.0,1,41.321126
14.5,1,41.323121
10.0,1,41.327113
14.5,1,41.330102
12.5,1,41.332073
9.0,1,41.334068
8.0,1,41.338092
7.0,1,41.341049
6.5,1,41.343044
9.5,1,41.345039
11.0,1,41.350061
2.5,1,41.352055
5.0,1,41.355048
10.0,1,41.357043
8.5,1,41.362023
4.0,1,41.36402
7.5,1,41.36703
8.5,1,41.369031
13.0,1,41.372999
5.0,1,41.375002
5.5,1,41.377952
7.5,1,41.379981
6.5,1,41.383969
10.5,1,41.386962
7.5,1,41.388954
7.5,1,41.390953
13.0,1,41.394907
5.5,1,41.397898
9.5,1,41.399943
7.5,1,41.402889
7.0,1,41.406877
1.0,1,41.408871
9.0,1,41.411894
8.5,1,41.413858
8.0,1,41.418845
8.0,1,41.42084
8.5,1,41.422856
10.5,1,41.42485
8.5,1,41.429813
-10,1,41.431808
7.5,1,41.434833
4.5,1,41.436829
9.0,1,41.440817
5.5,1,41.442811
3.5,1,41.4458
2.0,1,41.447789
6.0,1,41.452752
9.0,1,41.454746
4.5,1,41.45674
3.0,1,41.459757
3.5,1,41.463755
0.5,1,41.466717
-13,1,41.469758
3.0,1,41.471749
3.0,1,41.475738
5.0,1,41.478705
4.0,1,41.480712
4.5,1,41.482694
3.5,1,41.487707
3.5,1,41.489689
3.0,1,41.491678
8.5,1,41.493672
11.0,1,41.498662
9.0,1,41.501653
8.5,1,41.503649
4.5,1,41.505643
5.0,1,41.509632
7.5,1,41.511594
4.5,1,41.514585
11.5,1,41.517582
7.5,1,41.52157
5.0,1,41.523565
5.0,1,41.52556
8.5,1,41.528575
7.0,1,41.532568
9.5,1,41.534557
9.0,1,41.537563
11.5,1,41.539555
5.5,1,41.543509
2.0,1,41.545504
11.5,1,41.548497
10.5,1,41.550491
5.0,1,41.55453
8.5,1,41.55651
3.5,1,41.559515
5.0,1,41.561462
3.0,1,41.566486
10.0,1,41.568475
7.0,1,41.570471
9.0,1,41.572455
-10,1,41.577419
8.0,1,41.579413
7.5,1,41.582405
9.5,1,41.584442
-10,1,41.588389
4.0,1,41.591414
10.0,1,41.593409
-13,1,41.5964
10.5,1,41.601384
4.0,1,41.603378
12.5,1,41.605375
6.0,1,41.607368
-10,1,41.611329
-13,1,41.614319
2.5,1,41.616367
-10,1,41.619356
9.0,1,41.62332
1.5,1,41.625324
7.5,1,41.627307
11.0,1,41.630301
3.0,1,41.634266
8.5,1,41.636294
10.5,1,41.639286
8.0,1,41.641279
3.0,1,41.645241
5.0,1,41.647255
3.5,1,41.650258
8.5,1,41.652252
8.0,1,41.656241
7.5,1,41.658232
11.0,1,41.661195
11.5,1,41.663212
4.5,1,41.66821
9.5,1,41.670203
9.5,1,41.672198
5.0,1,41.674192
4.0,1,41.679147
0.5,1,41.681142
10.5,1,41.683135
11.0,1,41.68615
8.5,1,41.69012
6.0,1,41.692115
3.5,1,41.69514
9.5,1,41.697129
9.0,1,41.703118
0.5,1,41.70511
5.5,1,41.707108
10.5,1,41.709101
8.5,1,41.716049
8.0,1,41.718076
9.0,1,41.720067
3.0,1,41.723061
8.5,1,41.727051
7.0,1,41.729037
11.0,1,41.732005
