#{"t_start": 1669528629.1562078, "env_id": null}
r,l,t
10.0,1,176.563888
5.0,1,176.565883
7.5,1,176.568876
6.5,1,176.572861
7.5,1,176.575852
8.5,1,176.577847
11.0,1,176.579841
9.0,1,176.58483
2.0,1,176.587853
11.5,1,176.589852
10.0,1,176.592842
12.5,1,176.597795
9.0,1,176.599811
6.0,1,176.601828
7.5,1,176.604776
4.5,1,176.609765
4.5,1,176.611762
6.5,1,176.614749
4.0,1,176.616749
7.0,1,176.621736
9.5,1,176.62373
7.5,1,176.626721
7.5,1,176.628717
5.5,1,176.633703
13.0,1,176.635697
9.0,1,176.637692
12.0,1,176.640685
4.0,1,176.645703
6.5,1,176.647661
4.5,1,176.650654
8.0,1,176.652651
9.5,1,176.657254
6.5,1,176.659248
9.0,1,176.662239
7.5,1,176.664235
5.0,1,176.668247
8.0,1,176.671268
7.5,1,176.673241
1.0,1,176.6762
3.0,1,176.680227
9.5,1,176.683232
3.0,1,176.685227
2.5,1,176.688173
8.5,1,176.693156
6.5,1,176.695151
4.5,1,176.697149
8.0,1,176.701139
5.0,1,176.705135
9.0,1,176.708121
5.5,1,176.710111
6.0,1,176.713107
5.5,1,176.71809
7.0,1,176.720093
5.5,1,176.723077
12.0,1,176.725071
11.5,1,176.730058
8.5,1,176.733051
-13,1,176.735048
4.5,1,176.737043
11.0,1,176.74203
8.5,1,176.745022
10.5,1,176.747016
12.5,1,176.750005
-13,1,176.753998
7.5,1,176.755989
2.5,1,176.758981
2.5,1,176.761977
11.0,1,176.766959
8.0,1,176.769955
5.5,1,176.77195
0.5,1,176.774943
10.0,1,176.779928
8.5,1,176.781923
6.0,1,176.784911
6.5,1,176.78691
11.0,1,176.791893
8.0,1,176.794886
-13,1,176.79688
4.5,1,176.799872
-13,1,176.80386
7.5,1,176.806854
11.5,1,176.808847
5.0,1,176.811839
7.5,1,176.815829
10.5,1,176.818827
3.0,1,176.820815
8.5,1,176.82381
8.5,1,176.828795
7.0,1,176.831787
5.5,1,176.833782
-13,1,176.836808
2.0,1,176.841759
6.5,1,176.843757
9.0,1,176.84675
9.5,1,176.848744
4.5,1,176.85373
1.5,1,176.855725
-13,1,176.858718
10.0,1,176.860712
5.0,1,176.864734
8.5,1,176.867691
8.0,1,176.869689
-13,1,176.871715
7.0,1,176.876697
5.0,1,176.878694
11.0,1,176.881686
6.5,1,176.883649
-13,1,176.88769
7.5,1,176.89063
3.5,1,176.892624
3.5,1,176.895616
11.0,1,176.899606
7.5,1,176.902646
8.5,1,176.90464
2.0,1,176.907606
2.5,1,176.911605
7.0,1,176.913594
10.5,1,176.916612
2.0,1,176.918602
6.5,1,176.922579
2.0,1,176.92557
5.5,1,176.927565
6.5,1,176.930522
-10,1,176.934545
-12,1,176.936548
6.5,1,176.939499
2.5,1,176.941494
9.0,1,176.946483
6.5,1,176.948498
8.0,1,176.9515
11.5,1,176.954489
10.0,1,176.960481
11.5,1,176.962469
6.5,1,176.964455
12.5,1,176.967424
5.0,1,176.971446
4.0,1,176.974429
7.0,1,176.9764
6.0,1,176.978428
6.5,1,176.983443
8.5,1,176.985426
5.5,1,176.988416
4.0,1,176.990375
6.0,1,176.995353
11.5,1,176.997348
-10,1,176.99934
4.0,1,177.002367
3.0,1,177.006321
10.0,1,177.008339
7.0,1,177.011342
11.5,1,177.013335
4.5,1,177.018291
3.5,1,177.020286
9.5,1,177.022311
7.0,1,177.025296
7.0,1,177.029294
3.5,1,177.032273
5.5,1,177.03428
4.5,1,177.036274
8.0,1,177.041228
7.0,1,177.043223
10.0,1,177.046215
5.0,1,177.048208
8.0,1,177.052248
3.5,1,177.055238
3.5,1,177.057185
7.5,1,177.060176
-10,1,177.064168
9.5,1,177.066159
4.5,1,177.069155
9.0,1,177.071172
6.0,1,177.077154
10.5,1,177.079149
2.5,1,177.08214
6.0,1,177.084113
5.5,1,177.088102
3.0,1,177.091094
4.0,1,177.09309
7.0,1,177.096081
8.0,1,177.10007
0.5,1,177.102103
6.5,1,177.105107
4.5,1,177.108077
3.5,1,177.112041
7.5,1,177.114054
5.5,1,177.117026
6.0,1,177.119066
12.0,1,177.124007
9.5,1,177.126023
8.0,1,177.128017
10.5,1,177.13102
-10,1,177.13501
10.5,1,177.137004
8.0,1,177.139964
10.0,1,177.141981
5.0,1,177.146975
0.5,1,177.148968
9.5,1,177.150935
5.0,1,177.153959
9.0,1,177.157947
0.0,1,177.160907
12.5,1,177.162903
5.5,1,177.165894
0.5,1,177.170881
6.0,1,177.172876
8.0,1,177.175875
6.5,1,177.17786
-13,1,177.182847
11.0,1,177.184878
2.5,1,177.187871
5.0,1,177.190865
13.0,1,177.194849
1.5,1,177.196833
6.5,1,177.199833
6.5,1,177.201822
9.5,1,177.206785
7.0,1,177.208781
-11,1,177.211772
12.5,1,177.213789
10.0,1,177.21975
6.0,1,177.226763
4.5,1,177.229757
-10,1,177.233748
5.5,1,177.238729
8.0,1,177.241733
9.0,1,177.244684
-13,1,177.247682
7.0,1,177.252661
7.0,1,177.254661
7.5,1,177.257652
10.5,1,177.259646
1.5,1,177.263636
10.0,1,177.266629
13.0,1,177.268622
10.5,1,177.270637
5.5,1,177.274636
10.5,1,177.276601
10.0,1,177.279612
6.0,1,177.281584
-10,1,177.285577
12.5,1,177.287572
-13,1,177.289566
3.5,1,177.29258
10.5,1,177.295548
6.0,1,177.29854
6.0,1,177.300534
8.0,1,177.302529
3.5,1,177.306524
8.0,1,177.308543
4.0,1,177.311539
7.0,1,177.313535
8.0,1,177.317523
4.5,1,177.320519
4.5,1,177.322509
-10,1,177.324503
12.5,1,177.328492
11.5,1,177.330486
10.0,1,177.333477
7.5,1,177.335475
6.5,1,177.340467
8.5,1,177.342422
8.0,1,177.344441
8.0,1,177.347444
4.5,1,177.351403
10.5,1,177.354394
10.0,1,177.357384
14.0,1,177.359379
8.0,1,177.364364
5.0,1,177.366359
8.0,1,177.369381
6.0,1,177.371378
1.5,1,177.376364
9.5,1,177.378359
5.5,1,177.381351
11.0,1,177.383315
0.5,1,177.387308
10.5,1,177.390295
2.5,1,177.392289
9.0,1,177.395284
5.0,1,177.399275
11.0,1,177.402266
5.5,1,177.40426
9.0,1,177.406255
11.0,1,177.411239
10.5,1,177.413234
7.0,1,177.416225
4.5,1,177.418221
-10,1,177.423213
4.0,1,177.425201
12.0,1,177.428193
2.5,1,177.430188
4.5,1,177.435175
6.0,1,177.437221
9.0,1,177.440163
5.0,1,177.442156
4.0,1,177.447142
5.5,1,177.449138
3.0,1,177.452152
6.5,1,177.454172
3.0,1,177.459139
14.0,1,177.461144
6.0,1,177.463131
7.0,1,177.466091
7.0,1,177.471127
0.5,1,177.473098
1.0,1,177.475068
-1.0,1,177.47806
3.5,1,177.48205
7.0,1,177.485064
4.5,1,177.487084
5.5,1,177.489067
6.0,1,177.494017
6.5,1,177.496012
10.5,1,177.499004
-11,1,177.501034
6.5,1,177.505019
8.5,1,177.508011
9.0,1,177.509973
4.5,1,177.513004
8.5,1,177.517011
8.5,1,177.519997
10.5,1,177.521993
7.0,1,177.524935
8.5,1,177.528956
-13,1,177.530918
12.0,1,177.533911
6.0,1,177.535905
13.0,1,177.540903
9.5,1,177.542887
-10,1,177.545879
6.5,1,177.548871
8.0,1,177.552892
14.0,1,177.555885
11.5,1,177.557848
6.0,1,177.559842
11.0,1,177.564828
6.5,1,177.566824
4.5,1,177.569863
6.5,1,177.571864
7.0,1,177.576831
9.5,1,177.578821
3.5,1,177.581806
8.5,1,177.5838
6.0,1,177.587814
7.5,1,177.590789
7.0,1,177.592776
6.5,1,177.595746
7.0,1,177.599739
5.5,1,177.60273
4.5,1,177.604722
7.0,1,177.607714
7.0,1,177.612701
6.5,1,177.614696
7.5,1,177.617689
2.5,1,177.619722
8.5,1,177.6247
3.5,1,177.626707
9.5,1,177.62869
5.0,1,177.631688
10.0,1,177.635676
9.5,1,177.638664
7.5,1,177.640659
7.0,1,177.64365
5.0,1,177.647637
6.5,1,177.649636
8.5,1,177.652641
8.0,1,177.654638
2.0,1,177.659576
4.5,1,177.66157
9.0,1,177.663565
0.5,1,177.666581
12.0,1,177.670568
8.5,1,177.673545
8.5,1,177.676531
5.5,1,177.679522
3.5,1,177.683511
8.5,1,177.686535
7.0,1,177.688533
4.5,1,177.69149
5.0,1,177.69548
7.5,1,177.697474
11.0,1,177.700467
6.5,1,177.702509
0.0,1,177.70748
3.5,1,177.709465
-13,1,177.712464
5.5,1,177.714453
8.0,1,177.718418
7.0,1,177.721451
8.0,1,177.723439
5.5,1,177.725432
8.5,1,177.730389
2.5,1,177.732405
7.5,1,177.735422
8.0,1,177.737416
10.5,1,177.741357
7.5,1,177.744349
7.0,1,177.746344
9.0,1,177.749336
9.0,1,177.754372
5.0,1,177.756368
8.0,1,177.758334
6.5,1,177.761336
9.0,1,177.765328
5.0,1,177.767292
5.5,1,177.770313
-10,1,177.772308
8.0,1,177.777261
4.5,1,177.779255
8.5,1,177.78125
9.5,1,177.784274
9.5,1,177.789263
5.5,1,177.792222
3.5,1,177.794251
4.5,1,177.796243
8.0,1,177.801196
6.5,1,177.804188
6.5,1,177.806182
8.5,1,177.808177
8.0,1,177.813197
6.5,1,177.815182
12.0,1,177.818201
6.0,1,177.820195
2.5,1,177.825172
4.5,1,177.828158
14.0,1,177.83115
6.5,1,177.83411
5.5,1,177.838177
8.0,1,177.840168
7.5,1,177.843163
9.0,1,177.845158
12.0,1,177.850134
5.5,1,177.852111
10.5,1,177.854121
1.5,1,177.857091
6.5,1,177.861114
7.5,1,177.863106
8.5,1,177.866104
3.0,1,177.868095
6.0,1,177.872081
-10,1,177.875075
1.5,1,177.877038
5.0,1,177.88006
10.5,1,177.884045
-13,1,177.887043
7.0,1,177.889042
12.5,1,177.891001
5.5,1,177.896021
8.5,1,177.898019
0.5,1,177.901017
10.5,1,177.903002
0.5,1,177.907957
7.5,1,177.910949
12.0,1,177.912943
5.5,1,177.914938
3.5,1,177.919956
7.5,1,177.921942
6.5,1,177.924909
1.0,1,177.926904
7.5,1,177.930893
-10,1,177.933886
9.0,1,177.935881
11.0,1,177.938904
6.0,1,177.942865
9.5,1,177.945859
5.0,1,177.947881
4.0,1,177.950863
-13,1,177.954836
2.5,1,177.956824
3.5,1,177.959841
11.5,1,177.961835
11.5,1,177.965833
6.5,1,177.968825
-11,1,177.970822
9.0,1,177.972813
8.5,1,177.977798
8.5,1,177.979793
4.0,1,177.982786
9.5,1,177.984774
8.0,1,177.988772
9.5,1,177.991762
2.5,1,177.993772
8.0,1,177.996749
6.5,1,178.000708
6.5,1,178.003735
7.0,1,178.005727
8.0,1,178.00772
7.5,1,178.012709
7.5,1,178.014704
5.0,1,178.016702
6.5,1,178.019692
4.5,1,178.023645
7.0,1,178.026675
10.5,1,178.028634
10.0,1,178.031665
4.5,1,178.036614
4.5,1,178.039635
10.0,1,178.041633
10.0,1,178.044633
4.5,1,178.04861
6.5,1,178.051571
5.5,1,178.053573
8.5,1,178.056591
1.5,1,178.060548
2.0,1,178.062576
1.0,1,178.065571
11.0,1,178.067529
5.5,1,178.071555
8.0,1,178.074548
4.5,1,178.07653
9.5,1,178.07854
-13,1,178.082527
6.0,1,178.08548
10.5,1,178.08751
-13,1,178.09048
5.5,1,178.094494
10.5,1,178.097488
6.5,1,178.099443
1.0,1,178.102439
9.5,1,178.106429
3.0,1,178.109446
14.0,1,178.111447
6.5,1,178.114427
6.0,1,178.118428
4.5,1,178.120422
5.0,1,178.122406
7.5,1,178.125374
9.0,1,178.129363
8.0,1,178.132355
8.5,1,178.134384
4.5,1,178.136382
2.5,1,178.141365
10.5,1,178.144362
7.5,1,178.146342
-13,1,178.149333
9.0,1,178.153336
-10,1,178.156324
4.0,1,178.158316
6.0,1,178.161326
5.5,1,178.165304
6.5,1,178.168294
11.0,1,178.170287
6.5,1,178.172282
9.5,1,178.177242
3.5,1,178.179268
7.5,1,178.181251
4.0,1,178.184262
8.0,1,178.189209
10.0,1,178.191199
5.5,1,178.194222
8.5,1,178.196217
4.0,1,178.201172
8.0,1,178.203166
2.5,1,178.205161
6.0,1,178.208153
5.5,1,178.212184
6.5,1,178.21417
4.0,1,178.217129
3.5,1,178.219157
5.5,1,178.224111
10.0,1,178.22613
1.5,1,178.228123
11.5,1,178.231125
6.5,1,178.235116
3.0,1,178.238107
11.0,1,178.240104
2.0,1,178.242062
9.0,1,178.247049
7.0,1,178.249043
7.5,1,178.25207
3.5,1,178.254064
8.5,1,178.259017
7.5,1,178.261012
8.0,1,178.264004
4.5,1,178.265998
5.0,1,178.272016
6.0,1,178.274999
8.5,1,178.278999
4.0,1,178.280994
8.0,1,178.285945
-13,1,178.287971
5.5,1,178.290931
8.5,1,178.292956
4.5,1,178.298945
4.0,1,178.300906
6.0,1,178.303899
7.0,1,178.305893
6.0,1,178.310915
7.5,1,178.312908
6.5,1,178.315889
-10,1,178.317861
5.5,1,178.321885
8.0,1,178.324867
5.0,1,178.326866
8.0,1,178.328862
7.0,1,178.333841
4.5,1,178.335835
10.5,1,178.33884
9.5,1,178.340798
7.0,1,178.344824
3.5,1,178.347819
11.5,1,178.349775
9.0,1,178.352767
12.5,1,178.356791
6.0,1,178.35978
10.5,1,178.361776
11.5,1,178.363763
7.5,1,178.368756
3.0,1,178.37175
5.5,1,178.373746
12.5,1,178.375738
-10,1,178.381721
6.5,1,178.383719
8.0,1,178.386703
2.5,1,178.388712
7.0,1,178.394655
6.5,1,178.396649
-0.5,1,178.398644
0.0,1,178.401671
6.5,1,178.405658
13.5,1,178.408641
6.5,1,178.410614
0.5,1,178.41264
0.0,1,178.417617
10.0,1,178.42062
8.0,1,178.422615
1.0,1,178.424608
-13,1,178.429596
8.5,1,178.432588
10.5,1,178.434572
6.5,1,178.436577
10.5,1,178.440534
3.5,1,178.443561
8.5,1,178.445559
6.0,1,178.447546
1.0,1,178.452539
8.0,1,178.454525
4.0,1,178.456521
10.0,1,178.459513
9.5,1,178.463506
-10,1,178.465489
9.0,1,178.468493
5.5,1,178.470486
4.0,1,178.475464
5.5,1,178.477433
9.5,1,178.480468
5.0,1,178.482454
8.5,1,178.48744
11.0,1,178.489434
11.5,1,178.491428
8.5,1,178.494389
8.0,1,178.49841
7.0,1,178.50137
6.5,1,178.503397
-13,1,178.505384
7.0,1,178.511343
12.5,1,178.513372
7.0,1,178.515371
-10,1,178.518325
6.5,1,178.522349
2.5,1,178.524309
5.0,1,178.527334
7.5,1,178.529325
3.0,1,178.533285
9.0,1,178.536281
14.0,1,178.538275
3.5,1,178.540298
9.5,1,178.545288
4.5,1,178.547271
5.5,1,178.549267
7.0,1,178.552258
9.5,1,178.556255
6.5,1,178.559239
6.0,1,178.561244
-13,1,178.563231
11.0,1,178.568216
7.5,1,178.570216
4.5,1,178.573178
7.0,1,178.575199
8.0,1,178.579201
7.0,1,178.582191
7.5,1,178.584181
4.5,1,178.587176
6.0,1,178.59113
9.0,1,178.59314
-10,1,178.596121
-13,1,178.598145
8.5,1,178.602124
-13,1,178.605125
2.5,1,178.607124
10.5,1,178.610119
3.5,1,178.614103
6.0,1,178.617061
7.0,1,178.619056
6.0,1,178.622079
6.5,1,178.627038
-10,1,178.629061
5.5,1,178.632055
4.5,1,178.63405
6.5,1,178.639007
4.5,1,178.642029
7.0,1,178.644991
7.0,1,178.647014
6.5,1,178.651973
6.0,1,178.654963
8.5,1,178.656958
5.0,1,178.659983
9.0,1,178.663936
0.0,1,178.666927
7.0,1,178.668923
5.5,1,178.671914
4.5,1,178.676901
7.0,1,178.678927
8.0,1,178.681888
5.5,1,178.68488
4.5,1,178.688911
3.0,1,178.691895
11.0,1,178.694885
6.0,1,178.696884
6.5,1,178.70186
1.0,1,178.703861
0.0,1,178.706853
7.5,1,178.708855
5.0,1,178.7148
14.5,1,178.718789
9.5,1,178.721781
8.0,1,178.724773
7.0,1,178.729764
11.0,1,178.732755
8.5,1,178.735745
13.0,1,178.737739
9.0,1,178.743723
2.0,1,178.746719
11.0,1,178.749711
10.5,1,178.751707
10.0,1,178.756692
-13,1,178.759684
4.0,1,178.761677
8.5,1,178.764668
2.0,1,178.768683
8.0,1,178.771674
4.5,1,178.773668
6.0,1,178.776667
-13,1,178.780661
10.5,1,178.783655
3.5,1,178.786648
3.5,1,178.78864
-10,1,178.793629
3.5,1,178.795619
5.5,1,178.798609
3.5,1,178.800599
10.0,1,178.805563
4.5,1,178.807585
9.5,1,178.810545
5.5,1,178.813544
10.0,1,178.81753
7.0,1,178.820522
6.5,1,178.823514
2.0,1,178.825505
9.0,1,178.830491
5.5,1,178.832485
3.0,1,178.835514
5.5,1,178.838514
8.5,1,178.843456
5.5,1,178.845451
4.0,1,178.848443
13.5,1,178.850437
9.5,1,178.854463
2.5,1,178.857465
11.0,1,178.859446
11.5,1,178.862442
6.5,1,178.866429
1.5,1,178.868423
9.0,1,178.871382
9.5,1,178.873413
7.5,1,178.878409
7.5,1,178.881391
5.5,1,178.883383
8.0,1,178.886379
8.5,1,178.890366
3.0,1,178.893327
2.0,1,178.895353
4.0,1,178.897347
7.5,1,178.902323
6.0,1,178.904297
7.0,1,178.90632
9.0,1,178.909305
5.0,1,178.913307
-11,1,178.916297
13.0,1,178.918255
8.0,1,178.921281
10.0,1,178.925271
6.0,1,178.927257
12.5,1,178.929253
4.0,1,178.93222
5.5,1,178.937205
13.0,1,178.9392
7.5,1,178.942197
9.0,1,178.944191
12.0,1,178.949178
6.5,1,178.951174
6.5,1,178.954164
2.5,1,178.956189
7.5,1,178.960176
6.0,1,178.963167
6.0,1,178.965163
2.0,1,178.967126
0.0,1,178.972116
1.5,1,178.974139
6.5,1,178.977125
7.0,1,178.979129
7.0,1,178.98312
8.5,1,178.986079
4.0,1,178.988104
13.5,1,178.991105
-13,1,178.99608
10.0,1,178.998073
-11,1,179.001037
3.5,1,179.003068
-10,1,179.008017
-13,1,179.010034
-13,1,179.013037
-13,1,179.015033
5.5,1,179.020022
-10,1,179.022012
6.5,1,179.024007
6.0,1,179.026999
4.5,1,179.030993
-10,1,179.032983
7.0,1,179.035975
-13,1,179.037971
15.0,1,179.042923
8.0,1,179.044917
3.0,1,179.046912
10.5,1,179.049904
8.0,1,179.05393
6.0,1,179.05592
1.5,1,179.058912
10.5,1,179.060912
7.5,1,179.064899
11.5,1,179.067858
3.0,1,179.06989
5.0,1,179.072881
11.5,1,179.076858
9.0,1,179.079859
9.0,1,179.081853
5.0,1,179.083825
5.5,1,179.088837
10.0,1,179.09083
11.5,1,179.092821
7.0,1,179.09581
5.0,1,179.099809
3.0,1,179.1028
5.0,1,179.104791
7.0,1,179.107782
5.0,1,179.112737
3.5,1,179.114731
10.5,1,179.116726
7.5,1,179.119754
10.0,1,179.123733
4.5,1,179.126732
2.0,1,179.128728
4.5,1,179.131721
5.0,1,179.136707
-13,1,179.138701
8.5,1,179.140696
-11,1,179.143686
10.0,1,179.147678
4.0,1,179.149662
7.0,1,179.152631
9.5,1,179.154629
9.0,1,179.159611
10.5,1,179.161614
7.5,1,179.164598
9.0,1,179.166593
13.0,1,179.171618
8.0,1,179.173578
8.5,1,179.175602
4.5,1,179.178593
10.0,1,179.182584
7.0,1,179.185543
4.5,1,179.187541
11.0,1,179.189535
1.5,1,179.194545
5.5,1,179.196548
8.0,1,179.199539
5.0,1,179.201503
7.5,1,179.206491
5.0,1,179.208481
10.0,1,179.21048
7.5,1,179.213491
6.5,1,179.217458
6.5,1,179.220454
7.5,1,179.222444
3.5,1,179.225436
3.0,1,179.229425
9.5,1,179.232417
3.5,1,179.234411
10.0,1,179.23744
8.0,1,179.241394
7.0,1,179.243414
9.0,1,179.246413
10.0,1,179.24841
5.5,1,179.253361
-13,1,179.25539
7.5,1,179.258348
4.5,1,179.260385
3.0,1,179.264367
5.5,1,179.267357
12.0,1,179.269319
7.5,1,179.27235
7.5,1,179.276304
5.5,1,179.279325
6.5,1,179.281319
7.5,1,179.283314
2.0,1,179.288303
9.5,1,179.290298
3.0,1,179.29328
4.5,1,179.295284
9.0,1,179.299273
5.5,1,179.302265
5.0,1,179.30426
8.5,1,179.306254
12.0,1,179.311243
8.5,1,179.313227
7.0,1,179.316194
8.5,1,179.318213
6.0,1,179.32221
6.5,1,179.325169
-13,1,179.327187
3.0,1,179.330191
8.0,1,179.334146
11.5,1,179.336171
-1.5,1,179.339167
4.0,1,179.341162
1.5,1,179.345151
12.0,1,179.348142
5.5,1,179.350134
5.0,1,179.353119
9.0,1,179.357117
8.0,1,179.36011
5.0,1,179.363105
7.0,1,179.365097
9.5,1,179.370091
5.5,1,179.372079
4.0,1,179.374075
11.5,1,179.377056
6.0,1,179.381053
6.0,1,179.383039
0.0,1,179.386044
6.5,1,179.388034
9.5,1,179.392026
8.5,1,179.395024
-11,1,179.397011
8.5,1,179.399016
7.5,1,179.403996
6.5,1,179.405987
10.5,1,179.407982
8.0,1,179.410986
7.0,1,179.41496
8.5,1,179.417954
3.5,1,179.419949
9.5,1,179.421944
7.0,1,179.426897
8.5,1,179.428892
5.0,1,179.431884
3.5,1,179.433879
2.5,1,179.4389
3.0,1,179.440894
4.5,1,179.442878
9.0,1,179.445885
8.5,1,179.449873
5.0,1,179.452873
9.0,1,179.454856
3.5,1,179.456855
6.5,1,179.461841
7.0,1,179.464839
4.0,1,179.466823
10.5,1,179.469783
8.5,1,179.47381
5.0,1,179.476795
1.5,1,179.47879
6.0,1,179.482786
4.5,1,179.487736
6.5,1,179.489769
4.5,1,179.491724
12.5,1,179.494716
7.5,1,179.498705
3.5,1,179.501698
8.0,1,179.503726
7.0,1,179.505722
7.0,1,179.510719
-13,1,179.512702
8.0,1,179.515694
4.0,1,179.517685
6.5,1,179.522677
7.5,1,179.524675
13.0,1,179.526654
7.0,1,179.529657
5.5,1,179.533648
6.5,1,179.53663
8.5,1,179.538635
5.0,1,179.540628
-13,1,179.545613
9.5,1,179.547612
9.0,1,179.549605
8.5,1,179.552562
6.0,1,179.557021
-1.0,1,179.558969
-13,1,179.561961
8.0,1,179.563956
5.5,1,179.567944
12.5,1,179.57094
9.0,1,179.572978
2.0,1,179.575962
6.0,1,179.579911
3.5,1,179.582942
9.5,1,179.58493
10.0,1,179.586932
9.0,1,179.592878
13.5,1,179.59587
4.5,1,179.597864
2.0,1,179.600856
7.5,1,179.604872
-10,1,179.607872
5.0,1,179.609863
10.0,1,179.612861
6.5,1,179.616814
8.0,1,179.619806
1.0,1,179.6218
7.5,1,179.623795
11.5,1,179.628781
2.0,1,179.63081
6.5,1,179.632794
7.0,1,179.635762
8.0,1,179.641747
3.5,1,179.643773
9.0,1,179.645767
11.5,1,179.64876
6.5,1,179.652751
7.5,1,179.655741
6.5,1,179.657734
4.0,1,179.659699
8.5,1,179.664687
9.0,1,179.66668
7.0,1,179.668676
-10,1,179.671715
-10,1,179.675658
7.0,1,179.678648
-13,1,179.680643
-10,1,179.682638
2.5,1,179.687624
5.5,1,179.689618
10.5,1,179.691613
4.0,1,179.694606
8.0,1,179.698631
2.0,1,179.701618
5.0,1,179.704622
10.5,1,179.70661
5.0,1,179.711561
-13,1,179.713555
6.5,1,179.716547
9.5,1,179.718543
10.0,1,179.723577
6.0,1,179.726543
3.0,1,179.728516
-10,1,179.730532
6.5,1,179.735497
11.5,1,179.738537
3.5,1,179.74054
7.0,1,179.742479
7.0,1,179.747464
5.5,1,179.749459
9.5,1,179.752455
5.0,1,179.754494
9.0,1,179.759455
4.5,1,179.761453
4.0,1,179.764454
8.0,1,179.766414
9.5,1,179.771437
6.5,1,179.773433
9.0,1,179.775395
2.5,1,179.778382
3.0,1,179.783368
6.0,1,179.785363
5.5,1,179.787395
3.5,1,179.790402
7.5,1,179.795372
4.0,1,179.797366
10.5,1,179.800358
10.0,1,179.802319
9.0,1,179.807354
-13,1,179.8093
-13,1,179.811301
6.0,1,179.814286
9.0,1,179.819273
4.0,1,179.822301
5.5,1,179.825256
8.5,1,179.827251
5.5,1,179.833235
7.5,1,179.83523
2.0,1,179.838255
11.0,1,179.84025
3.0,1,179.844229
4.5,1,179.847233
9.5,1,179.849225
5.5,1,179.851202
2.5,1,179.856174
12.5,1,179.858169
-13,1,179.861166
12.0,1,179.863156
1.0,1,179.868172
2.0,1,179.870137
9.0,1,179.873179
9.5,1,179.875146
7.0,1,179.880145
-10,1,179.882138
2.5,1,179.88512
10.5,1,179.887139
7.5,1,179.892078
4.5,1,179.894094
8.5,1,179.896102
-11,1,179.899094
5.5,1,179.903049
10.5,1,179.906041
2.5,1,179.908036
7.5,1,179.910031
9.0,1,179.915017
5.0,1,179.917012
6.0,1,179.919007
7.5,1,179.921001
8.5,1,179.926984
-13,1,179.929013
7.0,1,179.932006
10.5,1,179.934009
4.0,1,179.938976
1.0,1,179.940977
9.0,1,179.942943
4.0,1,179.945934
-10,1,179.949924
6.0,1,179.952948
9.0,1,179.955941
3.5,1,179.957934
5.5,1,179.963886
7.0,1,179.965881
-10,1,179.967876
3.0,1,179.970916
5.5,1,179.975886
-13,1,179.977871
6.5,1,179.979865
2.0,1,179.98287
2.5,1,179.986825
-13,1,179.989817
3.5,1,179.991812
7.0,1,179.993807
8.0,1,179.997828
7.0,1,180.000787
6.5,1,180.002805
6.5,1,180.005821
4.5,1,180.009765
6.5,1,180.011759
9.0,1,180.014751
6.0,1,180.016746
7.5,1,180.020769
6.5,1,180.023779
7.5,1,180.025721
7.5,1,180.028713
-11,1,180.032701
2.0,1,180.035693
10.5,1,180.037688
11.0,1,180.039682
4.0,1,180.044699
-10,1,180.046705
4.0,1,180.04969
-1.5,1,180.051683
5.5,1,180.056671
3.0,1,180.058676
10.5,1,180.061671
7.5,1,180.063651
-10,1,180.068629
7.0,1,180.07163
8.0,1,180.073625
-13,1,180.076585
3.5,1,180.080575
10.5,1,180.083567
10.0,1,180.085561
4.0,1,180.087578
3.5,1,180.092543
12.0,1,180.094588
-13,1,180.096556
11.5,1,180.09956
9.5,1,180.103546
6.5,1,180.106537
7.0,1,180.108535
4.0,1,180.110518
9.0,1,180.114522
8.5,1,180.117509
6.0,1,180.119472
10.0,1,180.122496
2.5,1,180.126484
1.5,1,180.129483
9.0,1,180.131476
14.5,1,180.133469
7.0,1,180.138453
5.0,1,180.140437
6.0,1,180.143407
2.5,1,180.145402
-13,1,180.149391
10.5,1,180.152383
9.0,1,180.154377
9.0,1,180.156396
12.5,1,180.161394
4.0,1,180.163386
3.5,1,180.166377
2.0,1,180.168343
5.5,1,180.172361
10.0,1,180.175354
14.0,1,180.177317
4.0,1,180.180308
6.5,1,180.1843
5.0,1,180.187332
3.5,1,180.189319
1.0,1,180.192281
3.0,1,180.196296
6.0,1,180.199292
6.5,1,180.201275
5.5,1,180.204244
3.0,1,180.208284
5.0,1,180.211229
8.0,1,180.213245
10.5,1,180.216247
14.0,1,180.220205
10.0,1,180.2222
4.5,1,180.225224
8.5,1,180.228229
9.5,1,180.232173
9.5,1,180.234168
3.5,1,180.237159
9.5,1,180.239154
-12,1,180.244137
9.0,1,180.246169
4.0,1,180.248164
6.5,1,180.25115
10.0,1,180.255108
8.0,1,180.258103
6.0,1,180.260099
6.5,1,180.262088
-13,1,180.26708
5.5,1,180.269074
8.5,1,180.272066
6.5,1,180.274061
10.5,1,180.278088
-13,1,180.281073
4.0,1,180.283071
-13,1,180.286025
7.0,1,180.290018
8.0,1,180.292043
5.0,1,180.295027
12.0,1,180.297034
6.0,1,180.301016
11.0,1,180.30401
5.0,1,180.307009
11.0,1,180.308965
13.0,1,180.313954
-10,1,180.31598
5.5,1,180.31794
10.0,1,180.320967
-13,1,180.324957
6.0,1,180.32694
10.0,1,180.329942
6.5,1,180.331936
9.0,1,180.336889
7.0,1,180.338887
-13,1,180.340905
5.5,1,180.343894
-13,1,180.347893
4.0,1,180.349879
2.5,1,180.352848
